id,first_name,last_name,bill_number,sponsor_state,sponsor_party
P000449,Rob,Portman,S.951,OH,R
C001056,John,Cornyn,S.945,TX,R
D000563,Richard,Durbin,S.948,IL,D
H001076,Margaret,Hassan,S.947,NH,D
H001046,Martin,Heinrich,S.953,NM,D
W000817,Elizabeth,Warren,S.952,MA,D
W000437,Roger,Wicker,S.CON.RES.13,MS,R
M001200,A.,McEachin,H.RES.284,VA,D
C001097,Tony,Cárdenas,H.RES.281,CA,D
Z000017,Lee,Zeldin,H.RES.279,NY,R
L000579,Alan,Lowenthal,H.RES.283,CA,D
T000477,Scott,Taylor,H.RES.285,VA,R
D000604,Charlie,Dent,H.RES.282,PA,R
W000810,Rob,Woodall,H.RES.280,GA,R
H001036,Jeb,Hensarling,H.R.10,TX,R
P000606,Robert,Pittenger,H.R.2148,NC,R
J000174,Sam,Johnson,H.R.2149,TX,R
C001077,Mike,Coffman,H.R.2147,CO,R
R000598,Keith,Rothfus,H.R.2153,PA,R
D000191,Peter,DeFazio,H.R.2150,OR,D
C001107,Carlos,Curbelo,H.R.2161,FL,R
C001096,Kevin,Cramer,H.R.2154,ND,R
R000582,Phil,Roe,H.R.2146,TN,R
B001292,Donald,Beyer,H.R.2158,VA,D
M001202,Stephanie,Murphy,H.R.2176,FL,D
M001163,Doris,Matsui,H.R.2173,CA,D
G000568,Morgan,Griffith,H.R.2167,VA,R
W000798,Tim,Walberg,H.R.2155,MI,R
P000607,Mark,Pocan,H.R.2151,WI,D
B001290,David,Brat,H.R.2157,VA,R
K000386,John,Katko,H.R.2169,NY,R
F000466,Brian,Fitzpatrick,H.R.2163,PA,R
G000579,Mike,Gallagher,H.R.2165,WI,R
K000387,Steve,Knight,H.R.2156,CA,R
C001084,David,Cicilline,H.R.2159,RI,D
G000552,Louie,Gohmert,H.R.2166,TX,R
M001202,Stephanie,Murphy,H.R.2175,FL,D
M001159,Cathy,McMorris Rodgers,H.R.2174,WA,R
Z000017,Lee,Zeldin,H.R.2182,NY,R
L000584,Mia,Love,H.R.2172,UT,R
N000147,Eleanor,Norton,H.R.2178,DC,D
D000619,Rodney,Davis,H.R.2162,IL,R
C001111,Charlie,Crist,H.R.2160,FL,D
F000466,Brian,Fitzpatrick,H.R.2164,PA,R
I000056,Darrell,Issa,H.R.2168,CA,R
N000147,Eleanor,Norton,H.R.2177,DC,D
S001175,Jackie,Speier,H.R.2180,CA,D
P000592,Ted,Poe,H.R.2152,TX,R
T000462,Pat,Tiberi,H.R.2181,OH,R
L000578,Doug,LaMalfa,H.R.2170,CA,R
R000603,David,Rouzer,H.R.2179,NC,R
F000372,Rodney,Frelinghuysen,H.J.RES.99,NJ,R
L000287,John,Lewis,H.R.2171,GA,D
M000133,Edward,Markey,S.985,MA,D
D000563,Richard,Durbin,S.983,IL,D
M000639,Robert,Menendez,S.986,NJ,D
Y000064,Todd,Young,S.961,IN,R
C001075,Bill,Cassidy,S.956,LA,R
P000595,Gary,Peters,S.960,MI,D
H001042,Mazie,Hirono,S.958,HI,D
C001070,Bob,Casey,S.982,PA,D
B001277,Richard,Blumenthal,S.964,CT,D
D000563,Richard,Durbin,S.984,IL,D
S001181,Jeanne,Shaheen,S.957,NH,D
C001047,Shelley,Capito,S.980,WV,R
K000367,Amy,Klobuchar,S.968,MN,D
S000770,Debbie,Stabenow,S.967,MI,D
M001176,Jeff,Merkley,S.987,OR,D
K000367,Amy,Klobuchar,S.981,MN,D
B000944,Sherrod,Brown,S.988,OH,D
B001277,Richard,Blumenthal,S.965,CT,D
Y000064,Todd,Young,S.963,IN,R
W000802,Sheldon,Whitehouse,S.955,RI,D
M001111,Patty,Murray,S.954,WA,D
K000367,Amy,Klobuchar,S.962,MN,D
K000367,Amy,Klobuchar,S.970,MN,D
W000779,Ron,Wyden,S.959,OR,D
P000595,Gary,Peters,S.966,MI,D
K000367,Amy,Klobuchar,S.969,MN,D
H001042,Mazie,Hirono,S.CON.RES.14,HI,D
T000476,Thom,Tillis,S.RES.144,NC,R
R000122,Jack,Reed,S.RES.145,RI,D
F000062,Dianne,Feinstein,S.RES.147,CA,D
M000639,Robert,Menendez,S.RES.146,NJ,D
S000250,Pete,Sessions,H.RES.289,TX,R
G000553,Al,Green,H.RES.291,TX,D
C000266,Steven,Chabot,H.RES.288,OH,R
C001101,Katherine,Clark,H.RES.286,MA,D
D000096,Danny,Davis,H.RES.290,IL,D
Y000066,David,Young,H.RES.287,IA,R
L000580,Michelle,Lujan Grisham,H.RES.292,NM,D
K000009,Marcy,Kaptur,H.R.2206,OH,D
K000385,Robin,Kelly,H.R.2208,IL,D
K000385,Robin,Kelly,H.R.2207,IL,D
M001179,Tom,Marino,H.R.2212,PA,R
M001197,Martha,McSally,H.R.2213,AZ,R
C001096,Kevin,Cramer,H.R.2199,ND,R
E000294,Tom,Emmer,H.R.2201,MN,R
R000604,Steve,Russell,H.R.2196,OK,R
J000290,Lynn,Jenkins,H.R.2205,KS,R
O000171,Tom,O'Halleran,H.R.2214,AZ,D
K000376,Mike,Kelly,H.R.2210,PA,R
H001048,Duncan,Hunter,H.R.2194,CA,R
R000487,Edward,Royce,H.R.2219,CA,R
B001294,Rod,Blum,H.R.2195,IA,R
R000582,Phil,Roe,H.R.2218,TN,R
C001091,Joaquín,Castro,H.R.2198,TX,D
N000184,Kristi,Noem,H.R.2193,SD,R
S001187,Steve,Stivers,H.R.2222,OH,R
H001050,Colleen,Hanabusa,H.R.2203,HI,D
P000598,Jared,Polis,H.R.2217,CO,D
G000410,Gene,Green,H.R.2202,TX,D
H001059,Randy,Hultgren,H.R.2204,IL,R
S000522,Christopher,Smith,H.R.2200,NJ,R
P000611,Bruce,Poliquin,H.R.2216,ME,R
K000385,Robin,Kelly,H.R.2209,IL,D
C001090,Matt,Cartwright,H.R.2197,PA,D
S001191,Kyrsten,Sinema,H.R.2220,AZ,D
S001199,Lloyd,Smucker,H.R.2221,PA,R
L000567,Leonard,Lance,H.R.2211,NJ,R
P000593,Ed,Perlmutter,H.R.2215,CO,D
S001150,Adam,Schiff,H.J.RES.100,CA,D
M001111,Patty,Murray,S.978,WA,D
E000285,Michael,Enzi,S.976,WY,R
D000618,Steve,Daines,S.975,MT,R
T000250,John,Thune,S.971,SD,R
C001098,Ted,Cruz,S.972,TX,R
C000141,Benjamin,Cardin,S.977,MD,D
A000360,Lamar,Alexander,S.973,TN,R
L000174,Patrick,Leahy,S.974,VT,D
B001267,Michael,Bennet,S.979,CO,D
B001257,Gus,Bilirakis,H.R.2183,FL,R
M001197,Martha,McSally,H.R.2192,AZ,R
B001273,Diane,Black,H.R.2187,TN,R
B001274,Mo,Brooks,H.R.2186,AL,R
R000609,John,Rutherford,H.R.2190,FL,R
D000628,Neal,Dunn,H.R.2191,FL,R
M001157,Michael,McCaul,H.R.2188,TX,R
C001097,Tony,Cárdenas,H.R.2189,CA,D
P000606,Robert,Pittenger,H.R.2185,NC,R
M001157,Michael,McCaul,H.R.2184,TX,R
B000575,Roy,Blunt,S.989,MO,R
M000934,Jerry,Moran,S.990,KS,R
P000588,Steve,Pearce,H.RES.298,NM,R
H001065,George,Holding,H.RES.297,NC,R
L000579,Alan,Lowenthal,H.RES.293,CA,D
C001094,Paul,Cook,H.RES.296,CA,R
C001097,Tony,Cárdenas,H.RES.295,CA,D
T000468,Dina,Titus,H.RES.294,NV,D
R000585,Tom,Reed,H.R.2249,NY,R
C001068,Steve,Cohen,H.R.2230,TN,D
R000486,Lucille,Roybal-Allard,H.R.2251,CA,D
H001065,George,Holding,H.R.2241,NC,R
S000248,José,Serrano,H.R.2253,NY,D
S001172,Adrian,Smith,H.R.2224,NE,R
R000585,Tom,Reed,H.R.2250,NY,R
D000619,Rodney,Davis,H.R.2237,IL,R
D000191,Peter,DeFazio,H.R.2223,OR,D
L000580,Michelle,Lujan Grisham,H.R.2247,NM,D
T000475,Dave,Trott,H.R.2255,MI,R
D000096,Danny,Davis,H.R.2236,IL,D
S001187,Steve,Stivers,H.R.2225,OH,R
W000815,Brad,Wenstrup,H.R.2257,OH,R
L000567,Leonard,Lance,H.R.2244,NJ,R
U000031,Fred,Upton,H.R.2256,MI,R
R000435,Ileana,Ros-Lehtinen,H.R.2232,FL,R
B001274,Mo,Brooks,H.R.2233,AL,R
T000468,Dina,Titus,H.R.2234,NV,D
D000617,Suzan,DelBene,H.R.2231,WA,D
J000174,Sam,Johnson,H.R.2243,TX,R
H001068,Jared,Huffman,H.R.2242,CA,D
H001073,Will,Hurd,H.R.2227,TX,R
S000051,Mark,Sanford,H.R.2252,SC,R
G000583,Josh,Gottheimer,H.R.2240,NJ,D
B001282,Andy,Barr,H.R.2226,KY,R
L000397,Zoe,Lofgren,H.R.2245,CA,D
L000569,Blaine,Luetkemeyer,H.R.2246,MO,R
T000460,Mike,Thompson,H.R.2254,CA,D
B001284,Susan,Brooks,H.R.2228,IN,R
C001080,Judy,Chu,H.R.2235,CA,D
F000455,Marcia,Fudge,H.R.2239,OH,D
P000034,Frank,Pallone,H.R.2248,NJ,D
C000984,Elijah,Cummings,H.R.2229,MD,D
D000627,Val,Demings,H.R.2238,FL,D
L000577,Mike,Lee,S.993,UT,R
M000303,John,McCain,S.992,AZ,R
M001176,Jeff,Merkley,S.991,OR,D
H000338,Orrin,Hatch,S.994,UT,R
F000457,Al,Franken,S.1000,MN,D
D000618,Steve,Daines,S.998,MT,R
C001070,Bob,Casey,S.997,PA,D
H001046,Martin,Heinrich,S.996,NM,D
M000639,Robert,Menendez,S.999,NJ,D
C000127,Maria,Cantwell,S.995,WA,D
A000360,Lamar,Alexander,S.RES.148,TN,R
R000577,Tim,Ryan,H.RES.301,OH,D
V000131,Marc,Veasey,H.RES.302,TX,D
B001289,Bradley,Byrne,H.RES.299,AL,R
F000454,Bill,Foster,H.RES.300,IL,D
C001084,David,Cicilline,H.R.2264,RI,D
A000371,Pete,Aguilar,H.R.2258,CA,D
P000605,Scott,Perry,H.R.2273,PA,R
C001092,Chris,Collins,H.R.2265,NY,R
P000593,Ed,Perlmutter,H.R.2280,CO,D
P000608,Scott,Peters,H.R.2274,CA,D
C001038,Joseph,Crowley,H.R.2267,NY,D
S000480,Louise,Slaughter,H.R.2277,NY,D
D000619,Rodney,Davis,H.R.2269,IL,R
W000797,Debbie,Wasserman Schultz,H.R.2261,FL,D
C001112,Salud,Carbajal,H.R.2260,CA,D
R000597,Tom,Rice,H.R.2276,SC,R
T000470,Scott,Tipton,H.R.2278,CO,R
P000034,Frank,Pallone,H.R.2272,NJ,D
B001257,Gus,Bilirakis,H.R.2263,FL,R
B001281,Joyce,Beatty,H.R.2262,OH,D
M000087,Carolyn,Maloney,H.R.2271,NY,D
P000592,Ted,Poe,H.R.2259,TX,R
P000598,Jared,Polis,H.R.2275,CO,D
T000465,Niki,Tsongas,H.R.2279,MA,D
L000559,Jim,Langevin,H.R.2270,RI,D
D000598,Susan,Davis,H.R.2268,CA,D
C000714,John,Conyers,H.R.2266,MI,D
G000386,Charles,Grassley,S.1003,IA,R
M001176,Jeff,Merkley,S.1006,OR,D
C001056,John,Cornyn,S.1011,TX,R
G000386,Charles,Grassley,S.1010,IA,R
W000779,Ron,Wyden,S.1005,OR,D
C000880,Michael,Crapo,S.1001,ID,R
K000383,Angus,King,S.1009,ME,I
G000562,Cory,Gardner,S.1008,CO,R
U000039,Tom,Udall,S.1012,NM,D
K000384,Tim,Kaine,S.1004,VA,D
M000934,Jerry,Moran,S.1002,KS,R
G000562,Cory,Gardner,S.1007,CO,R
W000437,Roger,Wicker,S.RES.149,MS,R
M000087,Carolyn,Maloney,H.CON.RES.51,NY,D
K000375,Bill,Keating,H.CON.RES.52,MA,D
S001170,Carol,Shea-Porter,H.RES.304,NH,D
C001053,Tom,Cole,H.RES.305,OK,R
B001289,Bradley,Byrne,H.RES.303,AL,R
R000577,Tim,Ryan,H.RES.306,OH,D
B001295,Mike,Bost,H.R.2288,IL,R
G000410,Gene,Green,H.R.2286,TX,D
V000132,Filemon,Vela,H.R.2281,TX,D
L000263,Sander,Levin,H.R.2295,MI,D
R000582,Phil,Roe,H.R.2285,TN,R
F000464,John,Faso,H.R.2292,NY,R
H001065,George,Holding,H.R.2293,NC,R
D000614,Sean,Duffy,H.R.2291,WI,R
W000187,Maxine,Waters,H.R.2300,CA,D
S000244,F.,Sensenbrenner,H.R.2298,WI,R
T000193,Bennie,Thompson,H.R.2283,MS,D
D000216,Rosa,DeLauro,H.R.2290,CT,D
C001084,David,Cicilline,H.R.2282,RI,D
T000470,Scott,Tipton,H.R.2287,CO,R
W000187,Maxine,Waters,H.R.2301,CA,D
C001068,Steve,Cohen,H.R.2289,TN,D
W000822,Bonnie,Watson Coleman,H.R.2302,NJ,D
L000573,Raúl,Labrador,H.R.2284,ID,R
T000478,Claudia,Tenney,H.R.2299,NY,R
M001181,Pat,Meehan,H.R.2297,PA,R
M001180,David,McKinley,H.R.2296,WV,R
K000210,Peter,King,H.R.2294,NY,R
T000463,Michael,Turner,H.R.2349,OH,R
F000372,Rodney,Frelinghuysen,H.CON.RES.53,NJ,R
R000583,Tom,Rooney,H.RES.313,FL,R
K000387,Steve,Knight,H.R.2333,CA,R
R000577,Tim,Ryan,H.R.2308,OH,D
C001072,André,Carson,H.RES.309,IN,D
R000582,Phil,Roe,H.RES.307,TN,R
C001091,Joaquín,Castro,H.RES.311,TX,D
C001090,Matt,Cartwright,H.RES.310,PA,D
G000546,Sam,Graves,H.RES.312,MO,R
C001093,Doug,Collins,H.RES.308,GA,R
C000714,John,Conyers,H.R.2325,MI,D
T000474,Norma,Torres,H.R.2347,CA,D
L000567,Leonard,Lance,H.R.2334,NJ,R
H001038,Brian,Higgins,H.R.2329,NY,D
O000170,Beto,O'Rourke,H.R.2311,TX,D
L000560,Rick,Larsen,H.R.2320,WA,D
D000191,Peter,DeFazio,H.R.2306,OR,D
M001159,Cathy,McMorris Rodgers,H.R.2340,WA,R
C001069,Joe,Courtney,H.R.2317,CT,D
R000580,Peter,Roskam,H.R.2341,IL,R
N000189,Dan,Newhouse,H.R.2321,WA,R
K000188,Ron,Kind,H.R.2332,WI,D
W000797,Debbie,Wasserman Schultz,H.R.2307,FL,D
C001097,Tony,Cárdenas,H.R.2304,CA,D
C001080,Judy,Chu,H.R.2323,CA,D
L000580,Michelle,Lujan Grisham,H.R.2338,NM,D
R000598,Keith,Rothfus,H.R.2319,PA,R
C001084,David,Cicilline,H.R.2324,RI,D
L000565,Dave,Loebsack,H.R.2337,IA,D
S001170,Carol,Shea-Porter,H.R.2318,NH,D
C001097,Tony,Cárdenas,H.R.2305,CA,D
D000621,Ron,DeSantis,H.R.2327,FL,R
L000567,Leonard,Lance,H.R.2335,NJ,R
L000562,Stephen,Lynch,H.R.2315,MA,D
T000193,Bennie,Thompson,H.R.2309,MS,D
H001068,Jared,Huffman,H.R.2330,CA,D
T000474,Norma,Torres,H.R.2348,CA,D
S001190,Brad,Schneider,H.R.2342,IL,D
C001097,Tony,Cárdenas,H.R.2303,CA,D
W000798,Tim,Walberg,H.R.2322,MI,R
G000574,Ruben,Gallego,H.R.2314,AZ,D
D000620,John,Delaney,H.R.2326,MD,D
S001192,Chris,Stewart,H.R.2345,UT,R
O000170,Beto,O'Rourke,H.R.2312,TX,D
K000376,Mike,Kelly,H.R.2310,PA,R
T000460,Mike,Thompson,H.R.2346,CA,D
L000565,Dave,Loebsack,H.R.2336,IA,D
F000455,Marcia,Fudge,H.R.2328,OH,D
T000467,Glenn,Thompson,H.R.2316,PA,R
K000385,Robin,Kelly,H.R.2331,IL,D
S001175,Jackie,Speier,H.R.2344,CA,D
M001158,Kenny,Marchant,H.R.2339,TX,R
M001166,Jerry,McNerney,H.R.2313,CA,D
S000248,José,Serrano,H.R.2343,NY,D
M001169,Christopher,Murphy,S.1021,CT,D
I000055,Johnny,Isakson,S.1024,GA,R
S001194,Brian,Schatz,S.1016,HI,D
C000141,Benjamin,Cardin,S.1018,MD,D
B001230,Tammy,Baldwin,S.1020,WI,D
C001070,Bob,Casey,S.1026,PA,D
B001277,Richard,Blumenthal,S.1019,CT,D
R000307,Pat,Roberts,S.1032,KS,R
H001061,John,Hoeven,S.1017,ND,R
F000463,Deb,Fischer,S.1014,NE,R
H001046,Martin,Heinrich,S.1035,NM,D
W000779,Ron,Wyden,S.1036,OR,D
K000383,Angus,King,S.1030,ME,I
F000062,Dianne,Feinstein,S.1034,CA,D
C001035,Susan,Collins,S.1028,ME,R
P000449,Rob,Portman,S.1023,OH,R
H000338,Orrin,Hatch,S.1015,UT,R
H000338,Orrin,Hatch,S.1027,UT,R
F000444,Jeff,Flake,S.1025,AZ,R
K000383,Angus,King,S.1029,ME,I
F000444,Jeff,Flake,S.1039,AZ,R
I000055,Johnny,Isakson,S.1022,GA,R
C001047,Shelley,Capito,S.1013,WV,R
E000295,Joni,Ernst,S.1038,IA,R
M000133,Edward,Markey,S.1037,MA,D
R000307,Pat,Roberts,S.1033,KS,R
H000338,Orrin,Hatch,S.1048,UT,R
M001111,Patty,Murray,S.1045,WA,D
D000618,Steve,Daines,S.1031,MT,R
H001041,Dean,Heller,S.1046,NV,R
B001135,Richard,Burr,S.1047,NC,R
J000293,Ron,Johnson,S.1040,WI,R
B001267,Michael,Bennet,S.1043,CO,D
R000595,Marco,Rubio,S.1051,FL,R
R000595,Marco,Rubio,S.1041,FL,R
W000437,Roger,Wicker,S.1052,MS,R
G000562,Cory,Gardner,S.1059,CO,R
H001076,Margaret,Hassan,S.1049,NH,D
B001267,Michael,Bennet,S.1042,CO,D
B001135,Richard,Burr,S.1062,NC,R
H000338,Orrin,Hatch,S.1053,UT,R
D000622,Tammy,Duckworth,S.1050,IL,D
C000141,Benjamin,Cardin,S.1055,MD,D
H001042,Mazie,Hirono,S.1056,HI,D
W000437,Roger,Wicker,S.1054,MS,R
U000039,Tom,Udall,S.1061,NM,D
B000944,Sherrod,Brown,S.1063,OH,D
C001098,Ted,Cruz,S.1060,TX,R
C001047,Shelley,Capito,S.1044,WV,R
N000032,Bill,Nelson,S.1057,FL,D
K000393,John,Kennedy,S.1058,LA,R
B000575,Roy,Blunt,S.RES.151,MO,R
C001070,Bob,Casey,S.RES.150,PA,D
H001069,Heidi,Heitkamp,S.RES.153,ND,D
G000386,Charles,Grassley,S.RES.156,IA,R
J000293,Ron,Johnson,S.RES.154,WI,R
C000141,Benjamin,Cardin,S.RES.155,MD,D
H001069,Heidi,Heitkamp,S.RES.152,ND,D
C000141,Benjamin,Cardin,S.RES.157,MD,D
M000639,Robert,Menendez,S.RES.158,NJ,D
B001270,Karen,Bass,H.RES.314,CA,D
R000435,Ileana,Ros-Lehtinen,H.RES.317,FL,R
R000409,Dana,Rohrabacher,H.RES.316,CA,R
J000126,Eddie,Johnson,H.RES.315,TX,D
W000187,Maxine,Waters,H.R.2351,CA,D
B001289,Bradley,Byrne,H.R.2354,AL,R
L000583,Barry,Loudermilk,H.R.2359,GA,R
T000467,Glenn,Thompson,H.R.2353,PA,R
G000578,Matt,Gaetz,H.R.2370,FL,R
M001166,Jerry,McNerney,H.R.2356,CA,D
C001072,André,Carson,H.R.2363,IN,D
B001278,Suzanne,Bonamici,H.R.2362,OR,D
P000606,Robert,Pittenger,H.R.2352,NC,R
C001080,Judy,Chu,H.R.2364,CA,D
C001094,Paul,Cook,H.R.2365,CA,R
D000620,John,Delaney,H.R.2366,MD,D
L000567,Leonard,Lance,H.R.2376,NJ,R
S000051,Mark,Sanford,H.R.2391,SC,R
P000594,Erik,Paulsen,H.R.2386,MN,R
B001298,Don,Bacon,H.R.2350,NE,R
K000387,Steve,Knight,H.R.2375,CA,R
L000563,Daniel,Lipinski,H.R.2377,IL,D
R000487,Edward,Royce,H.R.2358,CA,R
F000466,Brian,Fitzpatrick,H.R.2368,PA,R
M001194,John,Moolenaar,H.R.2381,MI,R
G000565,Paul,Gosar,H.R.2371,AZ,R
L000566,Robert,Latta,H.R.2355,OH,R
D000623,Mark,DeSaulnier,H.R.2367,CA,D
M000087,Carolyn,Maloney,H.R.2380,NY,D
M000087,Carolyn,Maloney,H.R.2379,NY,D
L000579,Alan,Lowenthal,H.R.2398,CA,D
B001281,Joyce,Beatty,H.R.2360,OH,D
F000462,Lois,Frankel,H.R.2369,FL,D
K000390,Ruben,Kihuen,H.R.2374,NV,D
D000191,Peter,DeFazio,H.R.2357,OR,D
K000376,Mike,Kelly,H.R.2373,PA,R
J000174,Sam,Johnson,H.R.2372,TX,R
N000184,Kristi,Noem,H.R.2383,SD,R
S001187,Steve,Stivers,H.R.2394,OH,R
S001190,Brad,Schneider,H.R.2393,IL,D
R000585,Tom,Reed,H.R.2389,NY,R
B001243,Marsha,Blackburn,H.R.2361,TN,R
P000598,Jared,Polis,H.R.2387,CO,D
N000127,Rick,Nolan,H.R.2384,MN,D
S001145,Jan,Schakowsky,H.R.2392,IL,D
L000570,Ben,Luján,H.R.2378,NM,D
R000435,Ileana,Ros-Lehtinen,H.R.2390,FL,R
P000594,Erik,Paulsen,H.R.2385,MN,R
T000474,Norma,Torres,H.R.2395,CA,D
Q000023,Mike,Quigley,H.R.2388,IL,D
N000184,Kristi,Noem,H.R.2382,SD,R
T000475,Dave,Trott,H.R.2396,MI,R
Y000065,Ted,Yoho,H.R.2397,FL,R
C001070,Bob,Casey,S.1069,PA,D
R000307,Pat,Roberts,S.1070,KS,R
W000779,Ron,Wyden,S.1068,OR,D
P000595,Gary,Peters,S.1066,MI,D
U000039,Tom,Udall,S.1064,NM,D
P000595,Gary,Peters,S.1067,MI,D
M001170,Claire,McCaskill,S.1065,MO,D
G000386,Charles,Grassley,S.RES.159,IA,R
W000798,Tim,Walberg,H.RES.318,MI,R
P000610,Stacey,Plaskett,H.R.2404,VI,D
D000619,Rodney,Davis,H.R.2399,IL,R
L000570,Ben,Luján,H.R.2402,NM,D
I000056,Darrell,Issa,H.R.2400,CA,R
M001160,Gwen,Moore,H.R.2403,WI,D
L000580,Michelle,Lujan Grisham,H.R.2401,NM,D
M001183,Joe,Manchin,S.1079,WV,D
F000444,Jeff,Flake,S.1071,AZ,R
B001135,Richard,Burr,S.1072,NC,R
M001183,Joe,Manchin,S.1078,WV,D
C001047,Shelley,Capito,S.1075,WV,R
M001170,Claire,McCaskill,S.1080,MO,D
M001183,Joe,Manchin,S.1077,WV,D
S000033,Bernard,Sanders,S.1076,VT,I
P000449,Rob,Portman,S.1074,OH,R
R000595,Marco,Rubio,S.1073,FL,R
N000032,Bill,Nelson,S.RES.160,FL,D
C000880,Michael,Crapo,S.1090,ID,R
J000293,Ron,Johnson,S.1083,WI,R
T000461,Patrick,Toomey,S.1084,PA,R
T000461,Patrick,Toomey,S.1085,PA,R
C001035,Susan,Collins,S.1091,ME,R
S000033,Bernard,Sanders,S.1082,VT,I
F000457,Al,Franken,S.1093,MN,D
T000461,Patrick,Toomey,S.1087,PA,R
P000449,Rob,Portman,S.1089,OH,R
H000338,Orrin,Hatch,S.1086,UT,R
S000033,Bernard,Sanders,S.1081,VT,I
M001170,Claire,McCaskill,S.1088,MO,D
E000285,Michael,Enzi,S.1092,WY,R
D000607,Joe,Donnelly,S.RES.161,IN,D
M001183,Joe,Manchin,S.1105,WV,D
F000463,Deb,Fischer,S.1096,NE,R
C000174,Thomas,Carper,S.1099,DE,D
S001181,Jeanne,Shaheen,S.1111,NH,D
M001183,Joe,Manchin,S.1104,WV,D
T000461,Patrick,Toomey,S.1117,PA,R
M001176,Jeff,Merkley,S.1106,OR,D
R000595,Marco,Rubio,S.1118,FL,R
M001176,Jeff,Merkley,S.1109,OR,D
C001088,Christopher,Coons,S.1107,DE,D
F000062,Dianne,Feinstein,S.1113,CA,D
B001135,Richard,Burr,S.1095,NC,R
C001035,Susan,Collins,S.1115,ME,R
R000595,Marco,Rubio,S.1094,FL,R
J000293,Ron,Johnson,S.1103,WI,R
B001230,Tammy,Baldwin,S.1100,WI,D
D000622,Tammy,Duckworth,S.1110,IL,D
D000618,Steve,Daines,S.1097,MT,R
H001061,John,Hoeven,S.1116,ND,R
H001069,Heidi,Heitkamp,S.1112,ND,D
F000444,Jeff,Flake,S.1098,AZ,R
M000133,Edward,Markey,S.1102,MA,D
F000062,Dianne,Feinstein,S.1114,CA,D
C001070,Bob,Casey,S.1101,PA,D
T000464,Jon,Tester,S.1108,MT,D
L000575,James,Lankford,S.RES.162,OK,R
M001188,Grace,Meng,H.RES.321,NY,D
N000147,Eleanor,Norton,H.RES.322,DC,D
H001059,Randy,Hultgren,H.RES.319,IL,R
M001151,Tim,Murphy,H.RES.320,PA,R
C000266,Steven,Chabot,H.R.2408,OH,R
G000289,Robert,Goodlatte,H.R.2407,VA,R
M001188,Grace,Meng,H.R.2416,NY,D
R000603,David,Rouzer,H.R.2419,NC,R
R000603,David,Rouzer,H.R.2420,NC,R
K000009,Marcy,Kaptur,H.R.2412,OH,D
S000522,Christopher,Smith,H.R.2405,NJ,R
T000468,Dina,Titus,H.R.2421,NV,D
G000289,Robert,Goodlatte,H.R.2406,VA,R
M001199,Brian,Mast,H.R.2415,FL,R
D000096,Danny,Davis,H.R.2410,IL,D
N000147,Eleanor,Norton,H.R.2418,DC,D
C001106,Ryan,Costello,H.R.2409,PA,R
I000056,Darrell,Issa,H.R.2411,CA,R
N000002,Jerrold,Nadler,H.R.2417,NY,D
L000582,Ted,Lieu,H.R.2414,CA,D
L000559,Jim,Langevin,H.R.2413,RI,D
S001202,Luther,Strange,S.1126,AL,R
M001111,Patty,Murray,S.1122,WA,D
B001277,Richard,Blumenthal,S.1120,CT,D
H000338,Orrin,Hatch,S.1124,UT,R
H000338,Orrin,Hatch,S.1121,UT,R
K000384,Tim,Kaine,S.1125,VA,D
S001181,Jeanne,Shaheen,S.1123,NH,D
F000463,Deb,Fischer,S.1119,NE,R
K000385,Robin,Kelly,H.R.2422,IL,D
P000595,Gary,Peters,S.1128,MI,D
G000386,Charles,Grassley,S.1130,IA,R
H001042,Mazie,Hirono,S.1136,HI,D
C000141,Benjamin,Cardin,S.1137,MD,D
C001056,John,Cornyn,S.1134,TX,R
W000817,Elizabeth,Warren,S.1135,MA,D
S001181,Jeanne,Shaheen,S.1141,NH,D
T000464,Jon,Tester,S.1139,MT,D
B001230,Tammy,Baldwin,S.1131,WI,D
P000603,Rand,Paul,S.1127,KY,R
S001198,Dan,Sullivan,S.1129,AK,R
C001075,Bill,Cassidy,S.1132,LA,R
T000464,Jon,Tester,S.1138,MT,D
L000575,James,Lankford,S.1133,OK,R
C001075,Bill,Cassidy,S.1142,LA,R
B001288,Cory,Booker,S.1140,NJ,D
W000802,Sheldon,Whitehouse,S.RES.164,RI,D
W000437,Roger,Wicker,S.RES.166,MS,R
C001035,Susan,Collins,S.RES.163,ME,R
R000584,Jim,Risch,S.RES.165,ID,R
R000606,Jamie,Raskin,H.RES.325,MD,D
S001150,Adam,Schiff,H.RES.327,CA,D
S001201,Thomas,Suozzi,H.RES.328,NY,D
C001093,Doug,Collins,H.RES.324,GA,R
B001297,Ken,Buck,H.RES.323,CO,R
P000604,Donald,Payne,H.RES.326,NJ,D
R000602,Kathleen,Rice,H.R.2433,NY,D
L000573,Raúl,Labrador,H.R.2431,ID,R
M001201,Paul,Mitchell,H.R.2434,MI,R
T000472,Mark,Takano,H.R.2428,CA,D
S000185,Robert,Scott,H.R.2435,VA,D
L000562,Stephen,Lynch,H.R.2426,MA,D
S001192,Chris,Stewart,H.R.2423,UT,R
S001192,Chris,Stewart,H.R.2424,UT,R
R000598,Keith,Rothfus,H.R.2438,PA,R
R000606,Jamie,Raskin,H.R.2440,MD,D
P000592,Ted,Poe,H.R.2437,TX,R
J000032,Sheila,Jackson Lee,H.R.2444,TX,D
P000597,Chellie,Pingree,H.R.2436,ME,D
